# IP	Distancia
121.185.132.183	450
121.186.89.44	449
121.188.90.154	356
121.192.128.50	112
121.194.5.32	331
121.201.33.196	240
121.203.52.62	543
121.209.200.15	312
121.211.207.253	275
121.220.231.43	376
121.225.40.149	274
121.230.37.219	191
121.234.76.88	482
121.234.225.157	328
121.236.81.224	374
121.245.6.169	294
121.247.162.201	335
121.250.59.230	249
122.3.13.148	317
122.3.18.114	336
122.19.65.9	477
122.21.95.106	271
122.22.65.158	367
122.26.138.12	340
122.49.227.228	334
122.50.193.238	313
122.52.102.209	335
122.57.94.95	326
122.58.106.151	466
122.59.123.23	337
122.60.153.143	253
122.61.21.176	502
122.66.54.211	397
122.67.165.31	380
122.70.209.37	392
122.98.45.246	361
122.98.109.81	378
122.101.13.112	253
122.109.184.219	349
122.116.82.146	275
122.118.7.196	369
122.124.114.46	261
122.124.147.201	530
122.124.233.232	200
122.124.253.36	417
122.130.7.71	468
122.132.200.42	334
122.135.158.172	351
122.138.185.216	398
122.143.153.243	382
122.147.168.146	383
122.155.46.238	307
122.155.197.13	413
122.159.149.8	248
122.164.65.77	434
122.165.44.26	358
122.167.226.221	323
122.170.100.133	277
122.173.105.237	340
122.182.182.33	358
122.190.244.131	336
122.194.230.11	261
122.198.77.65	325
122.201.72.146	323
122.201.168.217	519
122.202.184.142	188
122.204.41.218	107
122.206.82.44	239
122.208.89.237	393
122.210.37.140	385
122.210.186.229	364
122.213.44.94	385
122.219.115.149	133
122.219.167.110	419
122.219.186.167	306
122.221.114.8	306
122.227.108.153	355
122.233.209.40	317
122.235.40.140	406
122.238.127.94	229
122.246.122.205	270
122.246.203.197	377
122.247.34.29	279
122.251.239.153	467
123.2.127.43	361
123.4.178.74	272
123.10.218.181	356
123.29.163.48	237
123.32.36.181	475
123.34.201.166	292
123.41.131.106	408
123.53.18.198	590
123.61.97.25	401
123.63.79.144	416
123.68.81.233	311
123.71.164.246	163
123.73.208.149	423
123.78.19.174	248
123.78.177.137	539
123.81.238.176	322
123.85.102.193	249
123.88.181.68	405
123.92.67.168	318
123.95.145.228	471
123.100.163.129	412
123.113.94.239	420
123.121.189.249	402
123.122.71.13	347
123.126.14.15	266
123.128.207.212	349
123.136.143.41	258
123.138.222.24	458
123.144.68.27	338
123.152.3.33	210
123.158.44.12	414
123.164.199.188	363
123.167.187.35	408
123.174.55.168	305
123.176.205.9	421
123.178.239.214	589
123.201.27.62	176
123.205.177.191	249
123.214.93.241	382
123.226.215.56	457
123.227.202.38	331
123.231.110.18	263
123.235.16.51	251
123.235.96.19	316
123.239.202.212	410
123.242.222.73	460
123.243.4.116	372
124.2.244.224	292
124.5.31.121	298
124.7.83.17	360
124.9.47.194	327
124.15.103.69	525
124.15.132.80	356
124.16.69.254	535
124.21.77.245	286
124.35.30.163	393
124.38.36.252	300
124.41.14.163	399
124.42.12.140	276
124.46.125.17	227
124.56.157.100	33
124.56.196.187	282
124.58.80.106	387
124.59.86.110	170
124.60.211.8	337
124.70.234.236	411
124.71.32.241	233
124.71.134.181	295
124.75.149.148	335
124.80.5.232	318
124.83.47.235	285
124.83.130.82	376
124.85.15.173	550
124.87.203.159	547
124.113.12.131	339
124.116.185.57	309
124.119.13.157	345
124.119.17.148	467
124.125.52.86	466
124.128.160.93	342
124.137.214.158	358
124.138.182.155	435
124.138.231.251	308
124.141.248.230	470
124.142.198.125	352
124.147.153.106	376
124.155.68.205	418
124.162.71.79	449
124.163.33.158	322
124.165.210.251	440
124.169.75.124	354
124.170.47.95	317
124.170.124.125	355
124.175.203.16	484
124.175.244.162	431
124.179.2.67	362
124.183.213.48	259
124.196.81.96	275
124.197.47.24	263
124.197.73.137	529
124.207.152.2	569
124.208.107.199	344
124.213.145.20	344
124.217.206.130	439
124.218.181.168	419
124.220.173.211	521
124.221.118.120	157
124.222.142.102	392
124.223.195.95	307
124.225.5.71	338
124.225.60.81	487
124.227.34.16	296
124.227.100.123	434
124.237.5.222	330
124.237.72.244	386
124.250.169.132	271
124.251.151.16	382
124.251.216.233	608
125.1.200.225	250
125.2.55.48	411
125.8.100.135	388
125.9.135.52	392
125.29.216.192	275
125.29.253.98	464
125.30.171.103	370
125.38.226.233	299
125.44.196.93	360
125.47.84.111	258
125.51.187.111	449
125.54.234.59	306
125.61.225.232	566
125.63.190.232	462
125.64.92.64	557
125.76.202.25	366
125.78.73.35	198
125.81.40.198	341
125.88.163.253	296
125.92.65.232	416
125.92.125.57	405
125.115.29.99	316
125.116.247.7	290
125.118.77.242	543
125.120.202.142	245
125.122.33.156	299
125.126.228.244	270
125.127.162.235	365
125.127.172.76	342
125.129.74.154	275
125.139.219.116	204
125.142.52.125	392
125.143.248.159	239
125.148.17.16	324
125.156.179.110	149
125.160.212.183	239
125.174.23.9	282
125.176.36.170	401
125.177.247.4	300
125.178.137.57	320
125.183.28.46	208
125.185.118.119	204
125.185.133.197	545
125.186.22.136	354
125.189.143.131	372
125.195.178.197	260
125.196.128.50	361
125.196.241.253	285
125.198.130.211	499
125.208.116.237	249
125.212.166.66	379
125.219.34.175	171
125.238.49.235	372
125.238.184.214	302
125.238.187.42	244
125.241.180.169	488
125.246.15.119	369
125.251.87.100	368
126.3.164.87	429
126.4.100.141	298
126.6.39.212	532
126.6.80.60	445
126.7.4.68	298
126.9.124.33	412
126.16.78.177	282
126.21.78.90	282
126.21.134.96	447
126.24.1.149	357
126.24.115.242	348
126.29.144.239	334
126.35.28.217	410
126.37.166.178	238
126.42.59.250	343
126.50.13.128	196
126.60.109.254	450
126.65.174.132	324
126.66.148.189	285
126.86.40.184	320
126.98.98.59	361
126.99.24.131	294
126.111.26.35	408
126.113.224.64	297
126.119.202.46	193
126.123.207.81	251
126.125.70.138	338
126.127.250.107	387
126.128.188.104	398
126.146.83.140	208
126.152.15.212	277
126.165.219.27	395
126.167.157.101	393
126.174.137.124	321
126.177.18.247	459
126.178.130.129	323
126.180.19.154	365
126.181.3.24	423
126.184.15.31	381
126.186.1.38	594
126.205.142.212	321
126.210.184.103	365
126.216.176.91	409
126.218.106.22	524
126.224.156.182	206
126.225.33.76	293
126.227.63.236	333
126.231.33.31	439
126.235.220.172	472
126.241.113.217	111
126.241.252.204	329
126.244.55.58	354
126.248.228.182	453
126.252.52.115	306
127.3.128.61	359
127.17.120.178	168
127.19.169.92	297
127.30.152.244	437
127.30.200.248	314
127.33.67.206	439
127.33.85.45	333
127.36.95.148	383
127.38.231.128	385
127.38.247.238	376
127.42.16.228	387
127.42.147.189	316
127.46.98.41	265
127.53.200.239	378
127.56.79.23	352
127.57.52.57	314
127.61.122.33	306
127.64.134.5	386
127.72.37.50	348
127.72.40.162	369
127.86.161.215	477
127.95.194.65	381
127.109.19.82	365
127.116.153.176	440
127.117.72.73	453
127.129.147.95	261
127.148.163.209	369
127.150.16.244	416
127.164.182.231	232
127.166.83.96	546
127.183.216.88	393
127.185.176.195	405
127.188.90.224	348
127.193.216.65	346
127.195.133.41	303
127.197.42.148	227
127.198.135.85	335
127.203.130.91	243
127.206.91.192	393
127.210.28.33	263
127.213.22.26	362
127.222.123.187	240
127.233.248.65	388
127.242.150.56	492
127.247.153.221	477
128.9.3.237	346
128.9.78.182	473
128.12.230.2	400
128.17.111.101	446
128.27.166.25	526
128.47.216.109	313
128.49.143.200	479
128.50.150.239	453
128.51.81.95	524
128.60.161.43	394
128.63.26.155	295
128.67.53.172	403
128.68.152.226	279
128.69.125.128	381
128.70.249.135	329
128.75.215.242	516
128.81.196.59	343
128.92.189.152	253
128.96.34.127	380
128.97.121.115	274
128.103.209.191	447
128.113.28.43	336
128.113.97.167	301
128.113.195.196	250
128.119.236.253	458
128.120.103.182	299
128.130.224.115	339
128.131.187.27	246
128.160.164.11	358
128.161.144.130	224
128.167.128.159	331
128.170.77.176	324
128.175.18.158	106
128.175.153.53	367
128.177.186.206	388
128.188.203.207	340
128.189.25.63	377
128.190.73.75	454
128.191.172.128	320
128.193.33.199	345
128.204.149.175	519
128.205.56.227	384
128.225.97.97	584
128.232.1.253	269
128.234.77.109	270
128.237.94.60	424
128.237.233.186	455
128.242.225.129	522
128.242.239.86	416
128.248.67.234	213
129.6.32.37	431
129.8.88.58	377
129.16.12.169	448
129.16.57.95	365
129.23.124.107	421
129.23.197.2	355
129.39.77.250	350
129.41.251.31	389
129.42.34.201	437
129.46.29.83	325
129.49.163.132	400
129.54.28.239	423
129.57.34.17	385
129.57.250.41	344
129.62.58.163	483
129.62.230.15	169
129.67.218.9	415
129.71.127.134	452
129.74.67.208	305
129.78.143.162	366
129.78.226.203	327
129.79.170.85	321
129.80.63.42	563
129.84.230.64	536
129.84.245.191	442
129.88.74.145	294
129.90.98.72	357
129.101.221.254	319
129.114.120.106	409
129.114.171.154	515
129.118.108.15	376
129.120.78.59	316
129.124.188.129	279
129.127.84.83	317
129.134.174.113	262
129.138.180.176	428
129.139.226.235	365
129.148.178.177	272
129.155.1.156	192
129.159.171.163	490
129.159.198.62	328
129.161.9.197	439
129.161.101.60	429
129.166.144.155	372
129.169.78.67	401
129.174.225.152	462
129.176.198.91	316
129.178.118.226	316
129.188.56.236	370
129.192.78.191	346
129.193.157.26	374
129.203.41.142	360
129.214.118.65	413
129.219.217.117	475
129.224.217.81	423
129.227.196.170	434
129.240.162.41	347
129.241.52.191	293
129.248.171.143	380
130.8.207.156	368
130.19.115.186	385
130.21.66.3	351
130.24.44.186	255
130.31.181.252	385
130.49.20.166	384
130.52.224.174	291
130.62.168.235	318
130.72.42.137	316
130.78.227.237	515
130.83.190.90	319
130.86.94.20	302
130.86.177.121	634
130.87.221.187	382
130.95.239.245	418
130.97.161.167	349
130.97.163.133	277
130.101.116.34	262
130.104.75.75	267
130.109.48.115	312
130.109.203.64	377
130.111.226.156	275
130.116.152.85	430
130.120.117.134	380
130.122.75.112	418
130.125.48.229	511
130.127.196.70	291
130.136.8.233	337
130.136.63.197	280
130.136.119.233	243
130.156.251.152	532
130.158.205.240	375
130.162.6.14	415
130.163.85.160	356
130.170.47.12	288
130.177.35.76	449
130.182.103.14	407
130.184.4.26	291
130.186.221.72	553
130.187.122.17	347
130.188.178.60	287
130.191.38.66	361
130.192.239.152	196
130.192.253.167	269
130.196.151.99	635
130.199.52.189	454
130.203.206.166	380
130.208.10.36	587
130.215.132.219	141
130.217.70.133	422
130.217.116.58	301
130.217.142.189	322
130.219.69.104	384
130.220.160.235	182
130.234.67.96	297
130.237.166.185	338
130.239.233.66	256
130.240.198.221	242
130.242.180.137	317
130.253.75.212	223
131.1.16.225	265
131.2.89.62	393
131.21.187.32	542
131.44.185.105	234
131.49.139.41	381
131.55.204.5	353
131.61.148.229	197
131.63.236.211	344
131.71.106.200	461
131.76.22.207	305
131.82.129.149	375
131.83.150.37	404
131.83.207.181	400
131.87.191.43	333
131.90.213.165	310
131.92.70.81	442
131.95.97.132	410
131.95.146.60	342
131.96.100.208	326
131.99.188.144	318
131.109.118.121	331
131.110.104.254	306
131.120.17.10	416
131.132.102.106	295
131.132.229.71	366
131.138.99.107	402
131.140.8.192	466
131.144.92.145	262
131.153.100.132	368
131.162.211.9	383
131.163.121.47	383
131.165.144.81	318
131.166.58.201	341
131.166.183.212	334
131.176.62.160	333
131.181.205.130	402
131.183.219.215	330
131.185.174.62	389
131.188.113.246	281
131.196.22.233	372
131.197.29.17	211
131.211.65.198	654
131.212.100.98	422
131.216.23.16	299
131.221.225.74	266
131.223.35.152	284
131.223.41.28	405
131.226.9.148	430
131.235.99.98	278
131.239.109.254	167
131.248.215.65	296
131.252.133.105	318
132.1.23.184	229
132.1.221.36	272
132.9.80.102	311
132.12.227.143	302
132.15.123.30	331
132.32.200.171	414
132.36.109.158	436
132.37.34.132	418
132.37.46.158	491
132.41.144.5	423
132.44.191.150	330
132.47.135.55	321
132.52.5.181	289
132.52.192.209	238
132.59.32.77	384
132.63.137.155	325
132.67.93.14	410
132.73.193.32	374
132.92.166.133	298
132.93.140.95	241
132.96.144.240	226
132.104.232.17	473
132.116.154.62	285
132.117.248.8	266
132.121.136.173	204
132.126.244.3	370
132.130.52.93	627
132.131.58.130	295
132.138.2.74	401
132.139.197.64	359
132.140.168.177	438
132.145.229.46	270
132.151.247.159	447
132.159.93.22	232
132.160.186.136	414
132.161.159.112	390
132.162.146.158	618
132.163.139.53	378
132.164.197.114	401
132.165.238.43	338
132.170.224.7	344
132.174.16.225	90
132.179.244.235	450
132.179.253.190	385
132.181.76.117	378
132.184.250.167	321
132.199.27.155	573
132.203.82.175	321
132.204.223.231	349
132.217.136.63	370
132.225.44.79	295
132.237.142.131	583
132.240.159.114	324
132.242.245.160	346
132.244.142.116	415
132.246.251.43	609
133.11.194.228	259
133.26.137.124	297
133.26.221.131	282
133.29.187.49	230
133.30.24.200	313
133.32.164.243	425
133.35.74.159	399
133.56.104.131	435
133.57.195.153	313
133.59.3.24	370
133.60.237.6	427
133.64.46.18	305
133.86.196.67	196
133.86.213.248	389
133.96.190.163	140
133.99.248.159	343
133.113.93.201	318
133.114.205.252	330
133.118.96.177	347
133.133.30.219	334
133.136.32.247	292
133.147.134.201	330
133.159.194.54	302
133.164.61.195	284
133.166.13.41	366
133.166.52.87	314
133.169.220.44	496
133.189.20.67	413
133.189.92.158	346
133.197.41.90	334
133.203.129.102	498
133.204.160.96	481
133.212.91.198	479
133.217.65.70	277
133.220.37.121	360
133.223.10.103	610
133.228.124.144	441
133.247.235.67	223
133.250.79.173	317
133.252.102.143	453
134.9.74.196	322
134.12.29.209	435
134.29.58.60	364
134.33.30.141	308
134.33.167.165	369
134.34.32.31	492
134.43.47.37	334
134.49.91.225	551
134.50.228.152	240
134.52.185.230	260
134.58.4.8	307
134.76.53.249	422
134.78.230.86	382
134.87.79.103	269
134.103.92.190	428
134.107.245.38	337
134.120.102.8	417
134.120.195.16	294
134.123.53.207	305
134.128.210.196	372
134.130.134.134	475
134.141.21.1	335
134.151.67.207	329
134.152.88.146	266
134.162.79.145	369
134.162.110.148	445
134.163.151.150	371
134.167.120.9	278
134.178.103.127	476
134.187.27.95	343
134.205.201.229	231
134.214.125.203	218
134.219.179.22	402
134.224.209.209	470
134.235.210.175	376
134.240.46.240	381
134.249.130.112	318
134.252.184.75	443
135.6.3.107	325
135.9.187.189	691
135.9.230.194	208
135.12.2.95	505
135.17.232.67	273
135.20.16.247	425
135.21.82.49	343
135.27.30.180	335
135.36.80.4	289
135.41.59.134	453
135.50.180.34	323
135.53.103.170	366
135.53.227.189	309
135.62.52.249	267
135.62.189.90	331
135.64.15.194	393
135.67.128.175	273
135.76.70.67	301
135.80.1.200	213
135.81.106.78	222
135.90.20.185	307
135.92.131.126	340
135.97.169.139	401
135.102.224.187	365
135.105.164.65	258
135.108.56.172	461
135.113.88.252	328
135.113.231.177	422
135.116.57.150	326
135.128.208.99	416
135.129.188.212	489
135.133.56.140	448
135.134.118.81	290
135.136.19.200	357
135.144.25.67	202
135.146.254.233	314
135.148.136.19	375
135.150.48.139	365
135.150.72.154	422
135.161.2.96	337
135.169.53.195	481
135.169.103.106	535
135.187.107.177	391
135.189.1.82	426
135.195.153.102	464
135.197.25.175	282
135.197.84.222	363
135.209.136.250	287
135.216.114.32	322
135.225.112.56	323
135.226.194.244	380
135.233.111.19	280
135.236.135.41	335
135.244.124.247	398
135.249.234.92	188
136.32.198.146	363
136.39.245.182	139
136.40.90.149	437
136.42.74.52	229
136.46.30.182	288
136.47.191.221	314
136.52.162.37	371
136.54.132.186	208
136.61.110.78	820
136.78.79.160	339
136.80.41.77	305
136.82.170.134	509
136.89.88.31	587
136.97.91.161	282
136.99.9.62	384
136.103.36.27	345
136.103.58.212	248
136.104.12.247	364
136.110.96.35	402
136.110.233.137	422
136.111.82.228	269
136.120.138.101	662
136.132.18.180	387
136.138.207.8	339
136.139.5.229	379
136.144.220.77	366
136.147.3.47	354
136.148.221.195	382
136.149.128.86	288
136.150.163.69	318
136.152.234.98	465
136.159.159.95	389
136.160.85.124	295
136.169.127.155	438
136.174.194.188	359
136.191.87.54	379
136.196.203.174	293
136.200.10.172	488
136.203.194.10	313
136.204.155.97	245
136.206.79.107	311
136.212.79.153	393
136.225.146.212	339
136.227.24.103	358
136.228.39.101	303
136.229.219.5	397
136.237.223.245	358
136.242.54.86	432
136.251.80.125	368
137.4.175.17	362
137.10.243.187	259
137.20.62.29	398
137.26.67.221	562
137.35.108.172	288
137.35.251.223	392
137.40.205.172	433
137.42.39.184	349
137.42.86.107	457
137.53.64.184	248
137.56.96.155	430
137.61.185.49	383
137.61.197.144	343
137.71.37.151	384
137.71.233.109	356
137.75.207.181	323
137.78.203.160	424
137.79.36.121	361
137.80.92.92	251
137.86.223.106	194
137.92.233.109	372
137.97.220.40	439
137.99.164.203	339
137.105.200.4	401
137.106.2.193	249
137.117.238.176	334
137.118.60.248	505
137.119.208.63	377
137.120.109.125	521
137.120.166.126	223
137.123.13.41	272
137.127.211.29	484
137.127.254.182	484
137.128.241.67	487
137.129.48.202	330
137.129.75.47	428
137.152.3.180	377
137.161.171.118	321
137.163.204.190	337
137.166.199.89	340
137.169.193.233	307
137.177.43.163	387
137.179.228.128	266
137.182.68.73	582
137.183.243.89	467
137.186.247.96	344
137.192.189.134	188
137.196.221.157	324
137.199.85.187	410
137.204.190.228	331
137.205.114.81	351
137.227.59.27	358
137.233.84.52	232
137.234.228.20	376
137.236.234.254	487
137.240.173.73	343
137.244.139.198	297
137.248.122.164	358
137.250.148.51	317
137.251.142.232	378
137.252.175.79	351
138.16.35.142	420
138.16.49.39	320
138.16.99.176	249
138.18.25.252	435
138.18.248.115	358
138.28.170.174	356
138.28.179.240	340
138.33.94.131	358
138.38.254.208	316
138.47.55.125	339
138.53.235.85	499
138.54.245.153	211
138.57.208.69	290
138.63.152.79	519
138.84.246.179	467
138.85.174.77	356
138.87.46.198	164
138.105.189.60	329
138.106.250.66	338
138.107.64.226	263
138.117.104.86	293
138.122.64.213	287
138.123.252.175	391
138.127.137.4	373
138.141.149.4	524
138.146.77.29	487
138.150.120.172	415
138.160.9.176	387
138.168.75.192	202
138.175.18.121	343
138.180.249.145	435
138.187.36.60	343
138.192.250.167	610
138.195.95.215	382
138.200.187.81	256
138.200.234.193	410
138.204.6.250	208
138.208.112.232	459
138.208.134.221	377
138.211.121.56	284
138.214.16.56	338
138.216.40.206	414
138.231.200.66	349
138.234.205.110	263
138.237.86.97	437
138.238.207.77	340
138.246.11.230	432
139.1.7.188	409
139.5.32.251	267
139.8.206.171	406
139.12.149.68	467
139.19.207.36	344
139.22.154.35	465
139.26.138.63	406
139.31.66.122	340
139.34.206.138	370
139.36.102.73	402
139.40.115.235	371
139.48.82.185	245
139.56.248.169	341
139.61.110.87	629
139.63.250.161	329
139.68.239.11	329
139.70.2.179	425
139.88.136.168	424
139.89.58.219	518
139.95.82.34	378
139.100.159.66	450
139.110.89.228	326
139.111.172.203	236
139.115.186.151	427
139.118.98.214	243
139.121.124.7	430
139.121.134.61	244
139.142.101.58	275
139.149.75.238	296
139.158.94.163	256
139.162.144.137	445
139.164.28.177	375
139.168.134.168	406
139.173.190.142	279
139.188.134.185	562
139.191.254.206	400
139.198.236.127	382
139.201.94.84	510
139.204.148.153	482
139.205.32.205	237
139.209.114.186	413
139.227.181.154	510
139.242.85.43	382
139.246.2.50	341
139.248.144.125	281
140.1.47.3	380
140.5.163.157	284
140.15.233.191	386
140.18.51.97	394
140.25.69.121	348
140.31.220.89	314
140.35.162.42	420
140.38.40.194	488
140.44.56.47	487
140.44.121.49	282
140.51.3.53	327
140.52.43.161	490
140.54.28.232	309
140.55.148.140	430
140.67.15.117	420
140.69.237.76	314
140.71.103.246	253
140.81.113.88	328
140.88.250.137	362
140.93.116.59	304
140.94.16.16	258
140.97.62.25	223
140.97.239.101	469
140.100.247.39	433
140.101.242.240	331
140.106.85.5	395
140.118.3.184	310
140.122.212.135	366
140.131.192.237	293
140.134.73.253	445
140.142.45.27	336
140.148.196.37	415
140.152.67.121	320
140.152.169.129	267
140.153.34.205	292
140.153.35.135	368
140.156.105.138	386
140.159.85.188	486
140.161.21.173	412
140.176.104.152	393
140.181.191.109	435
140.183.107.183	385
140.202.166.12	297
140.203.241.233	280
140.205.87.168	390
140.217.14.221	399
140.217.249.164	391
140.218.165.73	531
140.229.203.230	485
140.231.23.183	432
140.239.219.5	263
140.242.93.199	253
140.242.194.220	309
140.248.118.53	424
140.250.228.17	487
140.251.107.175	423
140.254.225.11	471
141.8.66.16	419
141.9.241.79	536
141.14.36.86	329
141.40.171.35	448
141.44.200.140	419
141.44.212.213	429
141.46.175.8	263
141.48.205.216	417
141.57.117.245	328
141.65.169.183	348
141.74.73.225	425
141.83.22.68	270
141.85.89.35	299
141.91.42.112	463
141.93.105.100	352
141.96.3.124	295
141.101.237.25	569
141.102.104.64	372
141.102.122.184	311
141.112.160.139	529
141.114.176.51	284
141.120.174.121	377
141.123.83.82	224
141.133.124.41	350
141.136.177.21	382
141.137.249.168	316
141.139.192.156	354
141.141.35.245	355
141.156.161.229	215
141.178.235.195	363
141.180.167.175	355
141.184.226.128	279
141.186.171.139	411
141.191.129.49	166
141.196.196.20	308
141.202.142.188	332
141.205.3.209	410
141.205.223.149	317
141.207.26.169	490
141.215.211.32	380
141.217.224.232	345
141.221.61.8	416
141.236.67.162	338
141.238.2.189	375
141.238.44.25	413
141.245.81.201	399
141.254.62.249	330
142.13.188.142	342
142.14.144.253	729
142.15.209.176	341
142.17.98.25	286
142.21.77.246	189
142.31.39.212	343
142.38.120.41	450
142.39.171.170	434
142.40.85.132	316
142.40.135.102	293
142.41.58.69	390
142.50.68.8	536
142.60.77.202	377
142.62.114.105	369
142.66.137.138	323
142.76.165.234	362
142.92.91.183	356
142.92.209.64	317
142.95.27.64	337
142.95.44.254	565
142.102.167.116	445
142.115.162.199	276
142.128.245.238	507
142.133.75.27	390
142.138.9.72	296
142.139.194.227	345
142.144.155.132	343
142.148.62.226	541
142.149.98.94	355
142.178.228.159	369
142.180.13.72	423
142.181.98.204	278
142.192.195.177	389
142.198.170.216	437
142.205.21.50	172
142.206.121.9	368
142.208.251.231	68
142.220.152.113	465
142.224.144.21	303
142.229.103.153	364
142.233.162.125	414
142.235.96.123	157
142.236.44.68	353
142.239.98.164	329
142.241.143.189	272
142.242.97.155	303
142.245.137.182	503
142.248.253.242	297
143.9.227.12	338
143.14.67.226	255
143.17.58.101	476
143.19.143.159	374
143.20.176.176	411
143.20.253.214	361
143.21.200.11	488
143.29.48.81	445
143.33.183.41	330
143.37.55.161	394
143.40.233.183	307
143.42.71.79	391
143.46.220.91	335
143.52.117.2	235
143.53.176.104	352
143.68.166.244	381
143.70.94.136	264
143.74.248.158	464
143.76.55.120	360
143.96.227.138	416
143.101.202.143	351
143.102.55.158	306
143.106.124.54	290
143.106.150.139	293
143.118.198.185	471
143.119.13.212	304
143.121.210.124	375
143.129.120.71	362
143.136.246.162	360
143.138.5.214	417
143.138.100.213	457
143.142.184.142	380
143.145.139.27	303
143.157.35.157	320
143.159.84.50	242
143.163.49.125	364
143.168.143.122	254
143.174.61.127	461
143.180.157.231	198
143.183.54.125	320
143.184.191.144	377
143.185.43.189	503
143.188.208.149	470
143.202.99.71	433
143.205.184.16	412
143.207.2.124	370
143.208.96.11	467
143.218.178.93	302
143.227.190.224	380
143.229.210.31	362
143.234.189.36	333
143.240.237.246	392
144.1.216.13	393
144.12.37.100	368
144.16.145.48	341
144.28.142.65	290
144.40.38.181	406
144.51.2.85	353
144.61.144.172	332
144.75.81.174	186
144.80.202.64	336
144.83.84.245	399
144.93.130.238	430
144.103.109.96	246
144.115.49.11	374
144.116.20.106	468
144.118.208.198	411
144.118.209.10	345
144.123.55.27	290
144.125.20.88	361
144.126.249.187	302
144.130.123.120	186
144.131.147.126	350
144.139.235.194	271
144.143.170.8	318
144.145.31.71	350
144.145.135.28	341
144.152.187.147	256
144.156.202.167	377
144.159.236.98	472
144.162.188.10	400
144.180.152.44	259
144.187.161.113	290
144.187.176.182	409
144.192.92.6	387
144.198.29.54	342
144.200.103.185	314
144.207.118.154	412
144.214.85.66	367
144.233.23.226	343
144.234.174.92	371
144.247.177.199	430
144.251.186.169	374
145.2.60.144	403
145.4.19.104	366
145.4.22.162	233
145.5.235.190	323
145.9.20.215	388
145.9.204.198	551
145.20.25.3	277
145.25.116.219	357
145.33.166.119	368
145.34.196.94	386
145.41.220.72	373
145.45.210.41	433
145.46.179.41	624
145.49.76.152	413
145.53.126.52	367
145.54.186.141	257
145.60.119.124	327
145.61.54.152	505
145.64.28.228	439
145.64.77.83	304
145.66.12.33	371
145.67.132.40	354
145.71.86.254	208
145.77.164.123	286
145.77.237.160	463
145.81.15.218	379
145.84.28.85	382
145.90.40.181	461
145.90.179.17	599
145.92.48.17	404
145.99.186.83	399
145.102.181.233	329
145.107.25.117	291
145.109.94.39	378
145.114.164.2	268
145.115.50.111	425
145.123.180.22	297
145.128.86.234	360
145.132.123.140	302
145.132.206.5	352
145.137.72.199	423
145.139.62.30	207
145.142.189.233	382
145.145.136.251	393
145.146.73.170	383
145.146.229.65	457
145.149.228.121	431
145.151.208.146	391
145.152.168.206	304
145.156.110.152	363
145.157.84.253	457
145.163.170.89	359
145.164.206.97	360
145.167.204.230	413
145.168.123.214	387
145.172.219.58	271
145.174.111.174	593
145.174.254.22	286
145.178.108.150	325
145.181.214.55	386
145.185.83.186	591
145.195.1.82	320
145.195.65.85	308
145.198.80.189	245
145.214.16.227	457
145.222.117.93	392
145.223.103.211	321
145.229.176.236	324
145.230.74.163	398
145.238.204.125	352
145.241.138.104	388
146.1.184.72	368
146.18.12.194	453
146.22.37.239	465
146.25.57.76	436
146.42.65.77	409
146.46.187.150	223
146.49.137.86	349
146.58.44.93	377
146.74.193.47	349
146.83.240.111	400
146.85.227.244	303
146.88.46.211	412
146.91.135.154	567
146.95.56.201	179
146.95.241.195	406
146.95.254.230	336
146.96.1.2	378
146.96.75.224	439
146.108.214.179	457
146.109.64.126	417
146.110.191.232	351
146.113.110.95	434
146.115.102.16	321
146.115.238.155	456
146.121.50.168	451
146.132.228.10	336
146.139.95.183	394
146.141.229.156	362
146.143.94.231	365
146.146.13.49	349
146.152.176.116	491
146.155.159.55	367
146.161.36.181	322
146.164.161.135	519
146.179.28.249	346
146.185.83.187	318
146.191.9.39	499
146.200.111.41	363
146.200.122.199	290
146.216.34.64	335
146.216.84.232	352
146.222.177.224	292
146.225.158.145	377
146.229.80.47	398
146.236.43.167	470
146.236.250.180	515
146.243.219.102	288
146.244.137.48	425
146.247.4.155	346
146.247.64.251	266
146.251.199.206	294
147.2.235.215	511
147.3.93.104	661
147.17.211.211	277
147.21.109.234	545
147.21.194.47	343
147.27.32.147	326
147.27.60.46	308
147.29.123.77	343
147.35.216.103	438
147.45.11.93	416
147.45.32.69	326
147.45.210.95	385
147.50.151.64	288
147.57.148.191	292
147.60.115.206	269
147.64.82.222	240
147.66.8.244	397
147.68.144.59	264
147.69.145.51	511
147.70.219.167	296
147.70.220.97	305
147.75.118.40	263
147.83.146.128	183
147.85.222.119	235
147.87.173.108	303
147.91.74.252	450
147.91.160.7	396
147.103.191.76	469
147.121.19.41	236
147.122.196.153	335
147.125.204.8	607
147.130.214.21	370
147.137.35.160	360
147.145.165.163	335
147.149.33.93	416
147.161.117.46	262
147.162.113.220	477
147.163.74.109	477
147.163.245.118	442
147.168.194.67	462
147.173.226.45	360
147.199.240.32	416
147.200.31.207	325
147.206.89.28	237
147.206.148.192	544
147.207.139.213	305
147.209.97.83	333
147.218.138.252	301
147.219.133.89	406
147.223.110.143	262
147.228.211.65	348
147.238.4.24	262
147.239.151.26	358
147.241.41.102	300
148.14.62.137	433
148.21.42.116	303
148.21.193.10	504
148.23.59.32	136
148.27.98.194	426
148.32.105.98	249
148.32.172.96	262
